"Severity","ThreadID","Date","Time","Application","Message"
"ERROR","web-0","07/11/2010","15:52:05","","Page /index.cfm [/Users/andrea/dev/www/cfeventmanager/index.cfm] not found
	at railo.runtime.PageSourceImpl.loadPage(PageSourceImpl.java:124):124
	at mxunit.framework.testsuiterunner_cfc$cf.udfCall2(/Users/andrea/dev/www/cfeventmanager/mxunit/framework/TestSuiteRunner.cfc:219):219
	at mxunit.framework.testsuiterunner_cfc$cf.udfCall(/Users/andrea/dev/www/cfeventmanager/mxunit/framework/TestSuiteRunner.cfc):-1
	at railo.runtime.type.UDFImpl.implementation(UDFImpl.java:220):220
	at railo.runtime.type.UDFImpl._call(UDFImpl.java:378):378
	at railo.runtime.type.UDFImpl.call(UDFImpl.java:343):343
	at railo.runtime.util.VariableUtilImpl.callFunctionWithoutNamedValues(VariableUtilImpl.java:626):626
	at railo.runtime.PageContextImpl.getFunction(PageContextImpl.java:1344):1344
	at mxunit.framework.testsuiterunner_cfc$cf.udfCall1(/Users/andrea/dev/www/cfeventmanager/mxunit/framework/TestSuiteRunner.cfc:108):108
	at mxunit.framework.testsuiterunner_cfc$cf.udfCall(/Users/andrea/dev/www/cfeventmanager/mxunit/framework/TestSuiteRunner.cfc):-1
	at railo.runtime.type.UDFImpl.implementation(UDFImpl.java:220):220
	at railo.runtime.type.UDFImpl._call(UDFImpl.java:378):378
	at railo.runtime.type.UDFImpl.call(UDFImpl.java:343):343
	at railo.runtime.util.VariableUtilImpl.callFunctionWithoutNamedValues(VariableUtilImpl.java:626):626
	at railo.runtime.PageContextImpl.getFunction(PageContextImpl.java:1344):1344
	at mxunit.framework.testsuiterunner_cfc$cf.udfCall1(/Users/andrea/dev/www/cfeventmanager/mxunit/framework/TestSuiteRunner.cfc:48):48
	at mxunit.framework.testsuiterunner_cfc$cf.udfCall(/Users/andrea/dev/www/cfeventmanager/mxunit/framework/TestSuiteRunner.cfc):-1
	at railo.runtime.type.UDFImpl.implementation(UDFImpl.java:220):220
	at railo.runtime.type.UDFImpl._call(UDFImpl.java:378):378
	at railo.runtime.type.UDFImpl.call(UDFImpl.java:343):343
	at railo.runtime.ComponentImpl._call(ComponentImpl.java:445):445
	at railo.runtime.ComponentImpl._call(ComponentImpl.java:389):389
	at railo.runtime.ComponentImpl.call(ComponentImpl.java:1611):1611
	at railo.runtime.util.VariableUtilImpl.callFunctionWithoutNamedValues(VariableUtilImpl.java:621):621
	at railo.runtime.PageContextImpl.getFunction(PageContextImpl.java:1344):1344
	at mxunit.framework.testsuite_cfc$cf.udfCall1(/Users/andrea/dev/www/cfeventmanager/mxunit/framework/TestSuite.cfc:125):125
	at mxunit.framework.testsuite_cfc$cf.udfCall(/Users/andrea/dev/www/cfeventmanager/mxunit/framework/TestSuite.cfc):-1
	at railo.runtime.type.UDFImpl.implementation(UDFImpl.java:220):220
	at railo.runtime.type.UDFImpl._call(UDFImpl.java:378):378
	at railo.runtime.type.UDFImpl.call(UDFImpl.java:343):343
	at railo.runtime.ComponentImpl._call(ComponentImpl.java:445):445
	at railo.runtime.ComponentImpl._call(ComponentImpl.java:389):389
	at railo.runtime.ComponentImpl.call(ComponentImpl.java:1611):1611
	at railo.runtime.util.VariableUtilImpl.callFunctionWithoutNamedValues(VariableUtilImpl.java:621):621
	at railo.runtime.PageContextImpl.getFunction(PageContextImpl.java:1344):1344
	at com.andreacfm.cfem.test.testsuite_cfm$cf.call(/Users/andrea/dev/www/cfeventmanager/com/andreacfm/cfem/test/testSuite.cfm:9):9
	at railo.runtime.PageContextImpl.doInclude(PageContextImpl.java:676):676
	at railo.runtime.listener.ClassicAppListener._onRequest(ClassicAppListener.java:35):35
	at railo.runtime.listener.MixedAppListener.onRequest(MixedAppListener.java:24):24
	at railo.runtime.PageContextImpl.execute(PageContextImpl.java:1773):1773
	at railo.runtime.engine.CFMLEngineImpl.serviceCFML(CFMLEngineImpl.java:280):280
	at railo.loader.servlet.CFMLServlet.service(CFMLServlet.java:32):32
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:717):717
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:290):290
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:206):206
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:233):233
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:191):191
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:128):128
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:102):102
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:109):109
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:293):293
	at org.apache.jk.server.JkCoyoteHandler.invoke(JkCoyoteHandler.java:190):190
	at org.apache.jk.common.HandlerRequest.invoke(HandlerRequest.java:291):291
	at org.apache.jk.common.ChannelSocket.invoke(ChannelSocket.java:769):769
	at org.apache.jk.common.ChannelSocket.processConnection(ChannelSocket.java:698):698
	at org.apache.jk.common.ChannelSocket$SocketConnection.runIt(ChannelSocket.java:891):891
	at org.apache.tomcat.util.threads.ThreadPool$ControlRunnable.run(ThreadPool.java:690):690
	at java.lang.Thread.run(Thread.java:637):637
"
"ERROR","web-0","07/11/2010","16:35:27","","Directory /Users/andrea/dev/www/cfeventmanager/cfeventmanager/com/andreacfm/cfem/test does not exist
	at railo.runtime.tag.Throw.doStartTag(Throw.java:144):144
	at mxunit.runner.directorytestsuite_cfc$cf.udfCall(/Users/andrea/dev/www/cfeventmanager/mxunit/runner/DirectoryTestSuite.cfc:134):134
	at railo.runtime.type.UDFImpl.implementation(UDFImpl.java:220):220
	at railo.runtime.type.UDFImpl._call(UDFImpl.java:378):378
	at railo.runtime.type.UDFImpl.call(UDFImpl.java:343):343
	at railo.runtime.util.VariableUtilImpl.callFunctionWithoutNamedValues(VariableUtilImpl.java:626):626
	at railo.runtime.PageContextImpl.getFunction(PageContextImpl.java:1344):1344
	at mxunit.runner.directorytestsuite_cfc$cf.udfCall(/Users/andrea/dev/www/cfeventmanager/mxunit/runner/DirectoryTestSuite.cfc:19):19
	at railo.runtime.type.UDFImpl.implementation(UDFImpl.java:220):220
	at railo.runtime.type.UDFImpl._call(UDFImpl.java:378):378
	at railo.runtime.type.UDFImpl.callWithNamedValues(UDFImpl.java:336):336
	at railo.runtime.ComponentImpl._call(ComponentImpl.java:446):446
	at railo.runtime.ComponentImpl._call(ComponentImpl.java:389):389
	at railo.runtime.ComponentImpl.callWithNamedValues(ComponentImpl.java:1630):1630
	at railo.runtime.util.VariableUtilImpl.callFunctionWithNamedValues(VariableUtilImpl.java:655):655
	at railo.runtime.PageContextImpl.getFunctionWithNamedValues(PageContextImpl.java:1359):1359
	at mxunit.runner.httpantrunner_cfc$cf.udfCall(/Users/andrea/dev/www/cfeventmanager/mxunit/runner/HttpAntRunner.cfc:27):27
	at railo.runtime.type.UDFImpl.implementation(UDFImpl.java:220):220
	at railo.runtime.type.UDFImpl._call(UDFImpl.java:378):378
	at railo.runtime.type.UDFImpl.callWithNamedValues(UDFImpl.java:336):336
	at railo.runtime.ComponentImpl._call(ComponentImpl.java:446):446
	at railo.runtime.ComponentImpl._call(ComponentImpl.java:397):397
	at railo.runtime.ComponentImpl.callWithNamedValues(ComponentImpl.java:1634):1634
	at railo.runtime.ComponentWrap.callWithNamedValues(ComponentWrap.java:147):147
	at railo.runtime.ComponentPage.callWDDX(ComponentPage.java:186):186
	at railo.runtime.ComponentPage.call(ComponentPage.java:107):107
	at railo.runtime.PageContextImpl.doInclude(PageContextImpl.java:676):676
	at railo.runtime.listener.ClassicAppListener._onRequest(ClassicAppListener.java:35):35
	at railo.runtime.listener.MixedAppListener.onRequest(MixedAppListener.java:24):24
	at railo.runtime.PageContextImpl.execute(PageContextImpl.java:1773):1773
	at railo.runtime.engine.CFMLEngineImpl.serviceCFML(CFMLEngineImpl.java:280):280
	at railo.loader.servlet.CFMLServlet.service(CFMLServlet.java:32):32
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:717):717
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:290):290
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:206):206
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:233):233
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:191):191
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:128):128
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:102):102
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:109):109
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:293):293
	at org.apache.jk.server.JkCoyoteHandler.invoke(JkCoyoteHandler.java:190):190
	at org.apache.jk.common.HandlerRequest.invoke(HandlerRequest.java:291):291
	at org.apache.jk.common.ChannelSocket.invoke(ChannelSocket.java:769):769
	at org.apache.jk.common.ChannelSocket.processConnection(ChannelSocket.java:698):698
	at org.apache.jk.common.ChannelSocket$SocketConnection.runIt(ChannelSocket.java:891):891
	at org.apache.tomcat.util.threads.ThreadPool$ControlRunnable.run(ThreadPool.java:690):690
	at java.lang.Thread.run(Thread.java:637):637
"
